26740,0,4235264,67174400,7.651623
18532,24704,4235264,67174400,5.937415
132,76096,4235264,67174400,1.315616
260,141952,4235264,67174400,1.039919
516,133376,4375552,67174400,0.917923
1028,0,4772352,67174400,0.884600
2052,0,5299200,67174400,0.878002
4100,0,6352896,67174400,0.878122
8196,0,8460288,67174400,0.873057
16388,0,12675072,67174400,0.713022
20532,32832,8437760,67174400,7.550964
68,86176,8437760,67174400,6.106991
132,151872,8437760,67174400,1.226016
260,135296,8585728,67174400,1.021438
516,0,8983808,67174400,0.903178
1028,0,9509376,67174400,0.880930
2052,0,10560512,67174400,0.878244
4100,0,12662784,67174400,0.876752
8196,0,8429568,75612160,0.873791
16388,0,8400896,84049920,0.793955
36,106576,0,84017152,7.664623
68,172192,0,84017152,6.393811
132,139328,164096,84017152,1.221786
260,0,565888,84017152,1.079416
516,0,1090816,84017152,0.935311
1028,0,2140672,84017152,0.892218
2052,0,4240384,84017152,0.884559
4100,0,8439808,84017152,0.881213
8196,0,8400896,92454912,0.872435
16388,0,0,117653504,0.917352
452,98432,0,67239936,2.236001
756,98432,0,67239936,1.807215
1364,98432,0,67239936,3.148741
2580,98432,0,67239936,2.627938
5012,98432,0,67239936,1.613851
9876,98432,0,67239936,1.114636
19604,98432,0,67239936,1.113871
14356,123136,0,67239936,1.114933
28692,147712,0,67239936,0.875122
16388,237840,0,67239936,1.022834
724,131328,0,67239936,4.344860
1156,131328,0,67239936,2.229000
2020,131328,0,67239936,1.146778
3748,131328,0,67239936,1.067049
7204,131328,0,67239936,0.928800
14116,131328,0,67239936,0.895314
27940,131328,0,67239936,0.890010
22564,164352,0,67239936,0.881260
8196,234016,0,67239936,0.878104
16388,205088,131328,67239936,0.804607
1268,197120,0,67239936,6.850150
1956,197120,0,67239936,4.758134
3332,197120,0,67239936,1.315627
6084,197120,0,67239936,1.006637
11588,197120,0,67239936,0.911420
22596,197120,0,67239936,0.883137
19524,222208,0,67239936,0.884635
4100,84544,197120,67239936,0.883476
8196,168512,197120,67239936,0.884599
16388,139328,394240,67239936,0.779143
2356,0,328704,67239936,10.525532
3556,0,328704,67239936,6.086198
5956,0,328704,67239936,1.319103
10756,0,328704,67239936,1.008699
20356,0,328704,67239936,0.913005
18052,21504,328704,67239936,0.886391
2052,75904,328704,67239936,0.885179
4100,150656,328704,67239936,0.886350
8196,135296,493568,67239936,0.885977
16388,0,927872,67239936,0.778675
4532,0,591872,67239936,11.349354
6756,0,591872,67239936,5.789376
11204,0,591872,67239936,1.321399
20100,0,591872,67239936,1.016631
17412,20480,591872,67239936,0.916606
1028,72448,591872,67239936,0.885464
2052,142592,591872,67239936,0.885703
4100,133376,741376,67239936,0.886942
8196,0,1155328,67239936,0.888710
16388,0,1716480,67239936,0.756630
8884,0,1118208,67239936,13.714305
13156,0,1118208,67239936,5.876154
21700,0,1118208,67239936,1.324537
17284,21504,1118208,67239936,1.020829
516,72448,1118208,67239936,0.919339
1028,140288,1118208,67239936,0.885905
2052,132608,1261568,67239936,0.888039
4100,0,1665536,67239936,0.887020
8196,0,2208256,67239936,0.887106
16388,0,3293696,67239936,0.784259
17588,0,2170880,67239936,16.121129
25956,0,2170880,67239936,6.041732
17604,25088,2170880,67239936,1.324165
260,75904,2170880,67239936,1.023655
516,142592,2170880,67239936,0.915796
1028,132608,2314240,67239936,0.886908
2052,0,2713600,67239936,0.885709
4100,0,3247104,67239936,0.883761
8196,0,4314112,67239936,0.885216
16388,0,6448128,67239936,0.802489
10292,24704,4276224,67239936,7.659381
18532,33024,4276224,67239936,6.027908
132,84544,4276224,67239936,1.328118
260,150656,4276224,67239936,1.025306
516,133376,4425728,67239936,0.918464
1028,0,4823552,67239936,0.886592
2052,0,5352448,67239936,0.887564
4100,0,6410240,67239936,0.884571
8196,0,8525824,67239936,0.885351
16388,0,12756992,67239936,0.763508
20532,49280,8486912,67239936,7.636672
68,102688,8486912,67239936,6.457988
132,168512,8486912,67239936,1.337615
260,135296,8651776,67239936,1.018844
516,0,9050368,67239936,0.917247
1028,0,9576960,67239936,0.884728
2052,0,10630144,67239936,0.886026
4100,0,12736512,67239936,0.884977
8196,0,8462336,75726848,0.887022
16388,0,8400896,84213760,0.768186
36,139408,0,84148224,16.462657
68,205088,0,84148224,6.090867
132,139328,197120,84148224,1.233497
260,0,599168,84148224,1.009197
516,0,1124608,84148224,0.913090
1028,0,2175488,84148224,0.892542
2052,0,4277248,84148224,0.889645
4100,0,8480768,84148224,0.887999
8196,0,8400896,92635136,0.884516
16388,0,0,117850112,0.694029
708,164096,0,67371008,2.397744
1140,164096,0,67371008,1.879334
2004,164096,0,67371008,3.781429
3732,164096,0,67371008,3.046430
7188,164096,0,67371008,1.674696
14100,164096,0,67371008,1.120781
27924,164096,0,67371008,1.120690
14356,205312,0,67371008,1.126458
28692,246272,0,67371008,0.885074
16388,205072,164096,67371008,1.032586
1108,197120,0,67371008,5.104694
1668,197120,0,67371008,2.250728
2788,197120,0,67371008,1.173751
5028,197120,0,67371008,1.070429
9508,197120,0,67371008,0.943171
18468,197120,0,67371008,0.899764
11300,222208,0,67371008,0.894821
22564,246784,0,67371008,0.893706
8196,135712,197120,67371008,0.886766
16388,73760,394240,67371008,0.807126
1908,0,263168,67371008,9.316525
2724,0,263168,67371008,5.644815
4356,0,263168,67371008,11.993943
7620,0,263168,67371008,10.868871
14148,0,263168,67371008,1.691026
27204,0,263168,67371008,1.134183
19524,33792,263168,67371008,0.899272
4100,101440,263168,67371008,0.894137
8196,201792,263168,67371008,1.135260
16388,139328,526336,67371008,1.056359
3508,0,395264,67371008,14.837617
4836,0,395264,67371008,6.468241
7492,0,395264,67371008,16.574806
12804,0,395264,67371008,6.947495
23428,0,395264,67371008,1.699763
18052,26624,395264,67371008,1.134897
2052,85120,395264,67371008,0.898512
4100,168064,395264,67371008,0.893854
8196,135296,593920,67371008,1.136417
16388,0,1060992,67371008,1.056465
6708,0,659456,67371008,19.653988
9060,0,659456,67371008,5.905988
13764,0,659456,67371008,11.676889
23172,0,659456,67371008,7.624406
17412,24576,659456,67371008,1.707108
1028,78592,659456,67371008,1.139364
2052,152832,659456,67371008,0.901675
4100,133376,827392,67371008,0.895706
8196,0,1257728,67371008,1.136618
16388,0,1851648,67371008,1.033204
13108,0,1187840,67371008,17.236387
17508,0,1187840,67371008,6.022106
26308,0,1187840,67371008,12.124319
17284,26624,1187840,67371008,7.556225
516,78592,1187840,67371008,1.699504
1028,148480,1187840,67371008,1.130369
2052,132608,1343488,67371008,0.900622
4100,0,1755648,67371008,0.895091
8196,0,2314752,67371008,1.137915
16388,0,3432960,67371008,1.012597
25908,0,2244608,67371008,18.991086
9316,25088,2244608,67371008,6.148982
17604,33792,2244608,67371008,12.603603
260,85120,2244608,67371008,7.664093
516,152832,2244608,67371008,1.702829
1028,132608,2400256,67371008,1.136437
2052,0,2803712,67371008,0.897905
4100,0,3345408,67371008,0.894822
8196,0,4428800,67371008,1.140101
16388,0,6595584,67371008,0.798941
10292,41216,4358144,67371008,7.701956
18532,49664,4358144,67371008,6.367048
132,101440,4358144,67371008,1.242876
260,168064,4358144,67371008,1.100457
516,133376,4526080,67371008,0.957533
1028,0,4925952,67371008,0.910956
2052,0,5458944,67371008,0.901881
4100,0,6524928,67371008,0.895624
8196,0,8656896,67371008,0.891947
16388,0,12920832,67371008,0.775859
20532,82176,8585216,67371008,7.638875
68,135712,8585216,67371008,6.272287
132,201792,8585216,67371008,12.330591
260,135296,8783872,67371008,7.841062
516,0,9183488,67371008,1.720666
1028,0,9712128,67371008,1.139398
2052,0,10769408,67371008,0.899361
4100,0,12883968,67371008,0.895887
8196,0,8527872,75956224,0.892617
16388,0,8400896,84541440,1.053439
36,205072,0,84410368,17.875830
68,73760,197120,84410368,6.158489
132,139328,263168,84410368,12.911146
260,0,665728,84410368,7.700900
516,0,1192192,84410368,1.679507
1028,0,2245120,84410368,1.135257
2052,0,4350976,84410368,0.899844
4100,0,8562688,84410368,0.897029
8196,0,8400896,92995584,1.134135
16388,0,0,118243328,0.925872
1220,0,295424,67633152,2.384798
1908,0,295424,67633152,1.862742
3284,0,295424,67633152,3.632274
6036,0,295424,67633152,3.135195
11540,0,295424,67633152,1.672638
22548,0,295424,67633152,1.119711
7188,37376,295424,67633152,1.117233
14356,74240,295424,67633152,1.122941
28692,147968,295424,67633152,0.888706
16388,40976,590848,67633152,1.035897
1876,0,328704,67633152,5.037737
2692,0,328704,67633152,2.244838
4324,0,328704,67633152,1.178602
7588,0,328704,67633152,1.075883
14116,0,328704,67633152,0.950862
27172,0,328704,67633152,0.904700
11300,41984,328704,67633152,0.895528
22564,82944,328704,67633152,0.893748
8196,201760,328704,67633152,0.889718
16388,73760,657408,67633152,0.753834
3188,0,395264,67633152,11.289785
4260,0,395264,67633152,5.727293
6404,0,395264,67633152,15.229167
10692,0,395264,67633152,14.785503
19268,0,395264,67633152,1.702557
9796,26624,395264,67633152,1.133846
19524,51200,395264,67633152,0.901979
4100,135232,395264,67633152,0.895862
8196,69696,593920,67633152,1.137900
16388,139328,790528,67633152,1.048171
5812,0,528384,67633152,16.799442
7396,0,528384,67633152,6.451973
10564,0,528384,67633152,18.367926
16900,0,528384,67633152,6.982892
29572,0,528384,67633152,1.713057
18052,36864,528384,67633152,1.136108
2052,103552,528384,67633152,0.900877
4100,202880,528384,67633152,0.897677
8196,135296,794624,67633152,1.141933
16388,0,1327232,67633152,1.003502
11060,0,794624,67633152,16.075619
13668,0,794624,67633152,5.798425
18884,0,794624,67633152,12.010147
29316,0,794624,67633152,7.946755
17412,32768,794624,67633152,1.741406
1028,90880,794624,67633152,1.144100
2052,173312,794624,67633152,0.902885
4100,133376,999424,67633152,0.896830
8196,0,1462528,67633152,1.142192
16388,0,2121984,67633152,1.063237
21556,0,1327104,67633152,17.876681
26212,0,1327104,67633152,5.976471
8900,26624,1327104,67633152,12.125705
17284,36864,1327104,67633152,8.352470
516,90880,1327104,67633152,1.722356
1028,164864,1327104,67633152,1.144534
2052,132608,1507328,67633152,0.903695
4100,0,1935872,67633152,0.898588
8196,0,2527744,67633152,1.140344
16388,0,3711488,67633152,1.025985
5172,37376,2392064,67633152,20.447016
9316,41984,2392064,67633152,6.093516
17604,51200,2392064,67633152,12.450750
260,103552,2392064,67633152,7.932750
516,173312,2392064,67633152,1.721348
1028,132608,2572288,67633152,1.140718
2052,0,2983936,67633152,0.903567
4100,0,3542016,67633152,0.898502
8196,0,4658176,67633152,1.143082
16388,0,6890496,67633152,0.772344
10292,74240,4521984,67633152,7.760676
18532,82944,4521984,67633152,6.296353
132,135232,4521984,67633152,1.246952
260,202880,4521984,67633152,1.102936
516,133376,4726784,67633152,0.963147
1028,0,5130752,67633152,0.914228
2052,0,5671936,67633152,0.905030
4100,0,6754304,67633152,0.899602
8196,0,8919040,67633152,0.897020
16388,0,13248512,67633152,0.763930
20532,147968,8781824,67633152,7.463852
68,201760,8781824,67633152,6.666931
132,69696,8980480,67633152,12.873250
260,135296,9048064,67633152,7.671715
516,0,9449728,67633152,1.730957
1028,0,9982464,67633152,1.132099
2052,0,11047936,67633152,0.904649
4100,0,13178880,67633152,0.897935
8196,0,8658944,76414976,0.896705
16388,0,8400896,85196800,1.055562
36,40976,295424,84934656,18.221214
68,73760,328704,84934656,6.469128
132,139328,395264,84934656,12.958985
260,0,798848,84934656,7.373851
516,0,1327360,84934656,1.663720
1028,0,2384384,84934656,1.145275
2052,0,4498432,84934656,0.903943
4100,0,8726528,84934656,0.899475
8196,0,8400896,93716480,1.140313
16388,0,0,119029760,0.906711
2244,0,558080,68157440,2.031253
3444,0,558080,68157440,1.804866
5844,0,558080,68157440,3.169208
10644,0,558080,68157440,3.110066
20244,0,558080,68157440,1.655215
3604,35840,558080,68157440,1.118562
7188,70656,558080,68157440,1.117583
14356,140288,558080,68157440,1.123405
28692,0,837632,68157440,0.890183
16388,40976,1116160,68157440,1.024480
3412,0,591872,68157440,3.553355
4740,0,591872,68157440,2.203147
7396,0,591872,68157440,1.178359
12708,0,591872,68157440,1.071294
23332,0,591872,68157440,0.946528
5668,38912,591872,68157440,0.906755
11300,75776,591872,68157440,0.901445
22564,149504,591872,68157440,0.898048
8196,36896,888832,68157440,0.893149
16388,73760,1183744,68157440,0.778615
5748,0,659456,68157440,10.244798
7332,0,659456,68157440,5.349674
10500,0,659456,68157440,14.116722
16836,0,659456,68157440,15.743178
29508,0,659456,68157440,1.705891
9796,45056,659456,68157440,1.140215
19524,86016,659456,68157440,0.903164
4100,202816,659456,68157440,0.899382
8196,69696,991232,68157440,1.141118
16388,139328,1318912,68157440,1.065832
10420,0,794624,68157440,14.697065
12516,0,794624,68157440,5.797975
16708,0,794624,68157440,18.572890
25092,0,794624,68157440,7.093198
9092,32768,794624,68157440,1.708030
18052,57344,794624,68157440,1.143495
2052,140416,794624,68157440,0.904067
4100,67712,999424,68157440,0.900638
8196,135296,1196032,68157440,1.145298
16388,0,1859712,68157440,1.027859
19764,0,1064960,68157440,17.197787
22884,0,1064960,68157440,5.701379
29124,0,1064960,68157440,11.499034
8836,32768,1064960,68157440,7.703293
17412,49152,1064960,68157440,1.723892
1028,115456,1064960,68157440,1.140556
2052,214272,1064960,68157440,0.903855
4100,133376,1343488,68157440,0.902829
8196,0,1872128,68157440,1.145527
16388,0,2662656,68157440,1.015771
2612,35840,1605632,68157440,16.323164
4708,38912,1605632,68157440,6.016093
8900,45056,1605632,68157440,12.811248
17284,57344,1605632,68157440,8.355594
516,115456,1605632,68157440,1.742359
1028,197632,1605632,68157440,1.140414
2052,132608,1835008,68157440,0.906991
4100,0,2296320,68157440,0.903261
8196,0,2953728,68157440,1.144771
16388,0,4268544,68157440,1.012443
5172,70656,2686976,68157440,18.013723
9316,75776,2686976,68157440,6.132109
17604,86016,2686976,68157440,13.045293
260,140416,2686976,68157440,8.036805
516,214272,2686976,68157440,1.725542
1028,132608,2916352,68157440,1.143121
2052,0,3344384,68157440,0.904030
4100,0,3935232,68157440,0.899748
8196,0,5116928,68157440,1.145265
16388,0,7480320,68157440,0.741324
10292,140288,4849664,68157440,7.625929
18532,149504,4849664,68157440,6.291080
132,202816,4849664,68157440,1.245489
260,67712,5054464,68157440,1.100243
516,133376,5128192,68157440,0.957619
1028,0,5540352,68157440,0.914666
2052,0,6097920,68157440,0.905932
4100,0,7213056,68157440,0.903692
8196,0,9443328,68157440,0.900821
16388,0,13903872,68157440,0.798268
20532,0,9454592,68157440,7.586535
68,36896,9472000,68157440,6.418818
132,69696,9506816,68157440,13.505507
260,135296,9576448,68157440,8.382534
516,0,9982208,68157440,1.710038
1028,0,10523136,68157440,1.146698
2052,0,11604992,68157440,0.907098
4100,0,13768704,68157440,0.899860
8196,0,8921088,77332480,0.898802
16388,0,8400896,86507520,1.019369
36,40976,558080,85983232,18.579360
68,73760,591872,85983232,6.428923
132,139328,659456,85983232,13.098147
260,0,1065088,85983232,7.896866
516,0,1597696,85983232,1.690399
1028,0,2662912,85983232,1.143496
2052,0,4793344,85983232,0.902934
4100,0,9054208,85983232,0.899815
8196,0,8400896,95158272,1.141584
16388,0,0,120602624,0.922976
4292,0,1083392,69206016,1.865600
6516,0,1083392,69206016,1.793225
10964,0,1083392,69206016,3.067838
19860,0,1083392,69206016,3.118985
1812,35840,1083392,69206016,1.689741
3604,69632,1083392,69206016,1.122555
7188,137216,1083392,69206016,1.119256
14356,0,1355776,69206016,1.125550
28692,0,1626112,69206016,0.890852
16388,40976,2166784,69206016,1.029619
6484,0,1118208,69206016,2.939767
8836,0,1118208,69206016,2.152804
13540,0,1118208,69206016,1.178768
22948,0,1118208,69206016,1.075181
2852,38912,1118208,69206016,0.952409
5668,73728,1118208,69206016,0.907588
11300,143360,1118208,69206016,0.901077
22564,0,1400832,69206016,0.897517
8196,36896,1679360,69206016,0.895166
16388,73760,2236416,69206016,0.838102
10868,0,1187840,69206016,9.958010
13476,0,1187840,69206016,5.182040
18692,0,1187840,69206016,12.535137
29124,0,1187840,69206016,16.444237
4932,45056,1187840,69206016,1.719069
9796,81920,1187840,69206016,1.144539
19524,155648,1187840,69206016,0.904164
4100,34880,1490944,69206016,0.901769
8196,69696,1785856,69206016,1.144340
16388,139328,2375680,69206016,1.060379
19636,0,1327104,69206016,13.224896
22756,0,1327104,69206016,5.680766
28996,0,1327104,69206016,18.274866
4612,36864,1327104,69206016,7.490354
9092,57344,1327104,69206016,1.734334
18052,98304,1327104,69206016,1.145344
2052,214144,1327104,69206016,0.906913
4100,67712,1671168,69206016,0.899882
8196,135296,1998848,69206016,1.145191
16388,0,2924672,69206016,1.035193
1332,35840,1605632,69206016,15.625820
2404,38912,1605632,69206016,5.719772
4548,45056,1605632,69206016,11.932711
8836,57344,1605632,69206016,8.037861
17412,81920,1605632,69206016,1.732723
1028,164608,1605632,69206016,1.142913
2052,66816,1835008,69206016,0.907096
4100,133376,2031616,69206016,0.901385
8196,0,2691328,69206016,1.148553
16388,0,3744000,69206016,1.042425
2612,69632,2162688,69206016,14.738040
4708,73728,2162688,69206016,5.914538
8900,81920,2162688,69206016,13.124143
17284,98304,2162688,69206016,8.435361
516,164608,2162688,69206016,1.738644
1028,66560,2359296,69206016,1.144710
2052,132608,2490368,69206016,0.907084
4100,0,3017216,69206016,0.904876
8196,0,3805696,69206016,1.147914
16388,0,5382656,69206016,1.044441
5172,137216,3276800,69206016,16.884125
9316,143360,3276800,69206016,6.200375
17604,155648,3276800,69206016,12.545416
260,214144,3276800,69206016,8.027541
516,66816,3506176,69206016,1.752127
1028,132608,3604480,69206016,1.146017
2052,0,4065280,69206016,0.905187
4100,0,4721664,69206016,0.902270
8196,0,6034432,69206016,1.147802
16388,0,8659968,69206016,0.822690
10292,0,5777408,69206016,7.709862
18532,0,5787648,69206016,6.275296
132,34880,5808128,69206016,1.246768
260,67712,5849088,69206016,1.098437
516,133376,5931008,69206016,0.964706
1028,0,6359552,69206016,0.914931
2052,0,6949888,69206016,0.905005
4100,0,8130560,69206016,0.904181
8196,0,10491904,69206016,0.902321
16388,0,15214592,69206016,0.747547
20532,0,10504192,69206016,7.622299
68,36896,10522624,69206016,6.653291
132,69696,10559488,69206016,13.230255
260,135296,10633216,69206016,8.375791
516,0,11047168,69206016,1.726876
1028,0,11604480,69206016,1.146491
2052,0,12719104,69206016,0.904125
4100,0,14948352,69206016,0.900490
8196,0,9445376,79167488,0.901187
16388,0,8400896,89128960,1.044980
36,40976,1083392,88080384,18.644064
68,73760,1118208,88080384,6.545685
132,139328,1187840,88080384,13.163532
260,0,1597568,88080384,7.438168
516,0,2138368,88080384,1.691783
1028,0,3219968,88080384,1.147296
2052,0,5383168,88080384,0.905582
4100,0,9709568,88080384,0.902377
8196,0,8400896,98041856,1.146635
16388,0,0,123748352,0.928353
8388,0,2134016,71303168,1.881752
12660,0,2134016,71303168,1.801091
21204,0,2134016,71303168,3.127239
916,37376,2134016,71303168,3.154910
1812,70656,2134016,71303168,1.675035
3604,137216,2134016,71303168,1.119702
7188,0,2404352,71303168,1.121098
14356,0,2670592,71303168,1.127833
28692,0,3203072,71303168,0.892571
16388,40976,4268032,71303168,1.047041
12628,0,2170880,71303168,2.917007
17028,0,2170880,71303168,2.142146
25828,0,2170880,71303168,1.181879
1444,41984,2170880,71303168,1.073749
2852,75776,2170880,71303168,0.954008
5668,143360,2170880,71303168,0.911722
11300,0,2449408,71303168,0.899591
22564,0,2719744,71303168,0.897760
8196,36896,3260416,71303168,0.898300
16388,73760,4341760,71303168,0.802418
21108,0,2244608,71303168,10.126648
25764,0,2244608,71303168,5.190031
1284,33792,2244608,71303168,12.841199
2500,51200,2244608,71303168,17.207936
4932,86016,2244608,71303168,1.729141
9796,155648,2244608,71303168,1.140261
19524,0,2539520,71303168,0.902866
4100,34880,2818048,71303168,0.902626
8196,69696,3375104,71303168,1.142585
16388,139328,4489216,71303168,1.076571
692,37376,2392064,71303168,13.556030
1252,41984,2392064,71303168,5.684982
2372,51200,2392064,71303168,18.602575
4612,69632,2392064,71303168,7.209263
9092,106496,2392064,71303168,1.719725
18052,180224,2392064,71303168,1.142207
2052,33920,2719744,71303168,0.904152
4100,67712,3014656,71303168,0.901406
8196,135296,3604480,71303168,1.146499
16388,0,5054592,71303168,1.038100
1332,70656,2686976,71303168,16.902850
2404,75776,2686976,71303168,5.718914
4548,86016,2686976,71303168,11.906337
8836,106496,2686976,71303168,8.034551
17412,147456,2686976,71303168,1.727370
1028,33536,2916352,71303168,1.145385
2052,66816,3080192,71303168,0.907575
4100,133376,3407872,71303168,0.904985
8196,0,4329728,71303168,1.148386
16388,0,5906688,71303168,1.044013
2612,137216,3276800,71303168,15.100342
4708,143360,3276800,71303168,6.085771
8900,155648,3276800,71303168,13.023568
17284,180224,3276800,71303168,7.744966
516,33536,3506176,71303168,1.740290
1028,66560,3604480,71303168,1.143603
2052,132608,3801088,71303168,0.906162
4100,0,4459008,71303168,0.904221
8196,0,5509632,71303168,1.149343
16388,0,7610880,71303168,1.046573
5172,0,4726784,71303168,17.136806
9316,0,4734976,71303168,5.977988
17604,0,4751360,71303168,13.321106
260,33920,4784128,71303168,8.681757
516,66816,4849664,71303168,1.727406
1028,132608,4980736,71303168,1.145130
2052,0,5507072,71303168,0.904647
4100,0,6294528,71303168,0.902417
8196,0,7869440,71303168,1.148630
16388,0,11019264,71303168,0.772463
10292,0,7352320,71303168,7.734023
18532,0,7364608,71303168,6.640228
132,34880,7389184,71303168,1.245788
260,67712,7438336,71303168,1.104301
516,133376,7536640,71303168,0.965246
1028,0,7997952,71303168,0.914697
2052,0,8653824,71303168,0.907308
4100,0,9965568,71303168,0.902627
8196,0,12589056,71303168,0.901033
16388,0,11020288,78118912,0.737353
20532,0,12603392,71303168,7.610019
68,36896,12623872,71303168,6.470571
132,69696,12664832,71303168,12.929220
260,135296,12746752,71303168,7.811780
516,0,13177088,71303168,1.723404
1028,0,13767168,71303168,1.145116
2052,0,14947328,71303168,0.906049
4100,0,5773312,82837504,0.901747
8196,0,10493952,82837504,0.902003
16388,0,8400896,94371840,1.073027
36,40976,2134016,92274688,18.612387
68,73760,2170880,92274688,6.568933
132,139328,2244608,92274688,12.761704
260,0,2662528,92274688,8.017075
516,0,3219712,92274688,1.690687
1028,0,4334080,92274688,1.143215
2052,0,6562816,92274688,0.906542
4100,0,11020288,92274688,0.902988
8196,0,8400896,103809024,1.144387
16388,0,0,130039808,0.694073
16580,0,4235264,75497472,1.865282
24948,0,4235264,75497472,1.794314
468,41216,4235264,75497472,3.104430
916,74240,4235264,75497472,3.183293
1812,140288,4235264,75497472,1.684050
3604,0,4507648,75497472,1.117899
7188,0,4771840,75497472,1.119306
14356,0,5300224,75497472,1.127638
28692,0,6356992,75497472,0.895179
16388,40976,8470528,75497472,1.068047
24916,0,4276224,75497472,2.950766
388,33024,4276224,75497472,2.167928
740,49664,4276224,75497472,1.178894
1444,82944,4276224,75497472,1.076987
2852,149504,4276224,75497472,0.957339
5668,0,4558848,75497472,0.908911
11300,0,4825088,75497472,0.899605
22564,0,5357568,75497472,0.899449
8196,36896,6422528,75497472,0.898103
16388,73760,8552448,75497472,0.838448
372,41216,4358144,75497472,10.624992
676,49664,4358144,75497472,5.215472
1284,66560,4358144,75497472,1.315286
2500,100352,4358144,75497472,1.106418
4932,167936,4358144,75497472,0.965738
9796,0,4661248,75497472,0.906901
19524,0,4931584,75497472,0.903999
4100,34880,5472256,75497472,0.898398
8196,69696,6553600,75497472,0.898568
16388,139328,8716288,75497472,0.793443
692,74240,4521984,75497472,13.828312
1252,82944,4521984,75497472,5.697286
2372,100352,4521984,75497472,1.334019
4612,135168,4521984,75497472,1.109599
9092,204800,4521984,75497472,0.965610
18052,0,4866048,75497472,0.910692
2052,33920,5144576,75497472,0.907524
4100,67712,5701632,75497472,0.901590
8196,135296,6815744,75497472,0.899018
16388,0,9314432,75497472,0.806120
1332,140288,4849664,75497472,16.324314
2404,149504,4849664,75497472,5.746693
4548,167936,4849664,75497472,1.350721
8836,204800,4849664,75497472,1.107550
17412,0,5128192,75497472,0.963941
1028,33536,5275648,75497472,0.913903
2052,66816,5570560,75497472,0.905304
4100,133376,6160384,75497472,0.902163
8196,0,7606528,75497472,0.902485
16388,0,10232064,75497472,0.818109
2612,0,5777408,75497472,16.784986
4708,0,5787648,75497472,6.053645
8900,0,5808128,75497472,1.352064
17284,0,5849088,75497472,1.106925
516,33536,5931008,75497472,0.969878
1028,66560,6094848,75497472,0.914768
2052,132608,6422528,75497472,0.908287
4100,0,7342592,75497472,0.902655
8196,0,8917504,75497472,0.901318
16388,0,12067328,75497472,0.810521
5172,0,7352320,75497472,16.952817
9316,0,7364608,75497472,6.303653
17604,0,7389184,75497472,1.360197
260,33920,7438336,75497472,1.111296
516,66816,7536640,75497472,0.965262
1028,132608,7733248,75497472,0.916196
2052,0,8390656,75497472,0.905805
4100,0,9440256,75497472,0.902947
8196,0,11539456,75497472,0.903720
16388,0,8922112,82313216,0.805611
10292,0,10502144,75497472,7.801605
18532,0,10518528,75497472,6.622591
132,34880,10551296,75497472,1.237600
260,67712,10616832,75497472,1.099392
516,133376,10747904,75497472,0.964058
1028,0,11274752,75497472,0.916879
2052,0,12061696,75497472,0.906600
4100,0,13635584,75497472,0.905210
8196,0,7346176,84934656,0.903254
16388,0,13641728,84934656,0.771357
